1_emb1,1_emb2,2_emb1,2_emb2,3_emb1,3_emb2,ID
16.51,10.89,11.085897596094929,6.810685339939012,10.223406363893844,5.362735444645135,182
-4.201,7.062,0.823098392699085,-2.1981962289696795,2.6004059805167694,-1.2103934940297918,183
0.8859,2.294,-6.406604139592328,6.574669066440477,-9.77446980340352,4.929327184299676,184
-4.194,7.268,0.27059792122634485,-1.6508701410180193,2.261601258684494,-0.4794337209661321,185
-2.07,6.48,-3.0412527010699884,0.07002571560086202,-1.728616665433548,1.2445107195179148,186
-4.716,7.387,-0.1999362991115229,-3.6934073533898455,-0.3008813963638764,-2.43016034926966,187
16.95,12.49,11.86435046932491,7.253171149265184,11.125505973268844,6.433086568454949,188
-2.335,4.717,-3.624320833470501,1.2544031772726911,-3.044997643064163,2.5391867700616997,189
6.024,2.265,-9.766856996800579,1.6864537630194563,-4.832454632352493,10.98280113373205,190
0.8834,5.143,-5.6899383948108335,3.7871198091620344,-6.553170155118607,4.829702788929192,191
-2.931,7.126,-1.6792375729343074,-1.4947829809075457,-0.06769906667938047,0.010511929134575881,192
-0.7712,6.83,-3.149499742772259,1.167131665717973,-1.9869833694206696,3.142816955188958,193
0.834,3.354,-6.012944071080365,4.5051247511023425,-7.254868935178421,4.931922608951775,194
-4.73,9.066,4.490654142115436,-3.1697071161156756,5.70155434744487,-5.011309450526984,195
8.367,18.69,6.283554704401813,16.372773352634326,10.289998580385543,13.164922410587518,196
-4.571,12.62,2.6908866479137763,-5.81442814730464,1.2330681576026459,-6.779760664363654,197
12.85,-2.531,7.051967771265827,-15.29947453402339,3.6959381593955536,-17.244707411189825,198
13.85,12.07,-5.608739225651898,-7.8783472146874525,2.7593935026420136,5.38689344559118,199
-6.735,8.909,3.9969390942791327,-3.3317037191277605,4.9942589296592255,-4.530288046260627,200
-5.08,8.773,4.178377778742633,-4.154114541042433,4.1818929209006805,-5.474368875880988,201
-5.605,7.209,0.24836243829520774,-3.0246193971520525,1.2575954689277191,-2.1036420520742256,202
-3.75,5.779,-2.3516033575793878,-1.4286501970177752,-1.3469554887520294,-0.1081976350744085,203
-0.05704,4.714,-4.863853781010785,2.7872445020789045,-5.48598284585347,2.6665573659937065,204
-7.084,8.265,2.3440426900127753,-6.1491721238976575,0.6090742840064544,-6.194991415401252,205
-3.309,5.625,-2.0720168040057794,0.010073009502305497,-0.5275673971878511,1.6559083405534907,206
-8.066,9.186,3.401701362345539,-5.392142590511427,2.7580271257651825,-6.134305780788215,207
-4.784,12.51,2.754406602595173,-5.253006276119337,2.0564561380637665,-5.755528753658088,208
3.808,3.669,-8.712042658116497,3.1568617258185285,-5.684980343412064,8.14009922180578,209
1.447,5.563,-7.557235090520062,3.5462119016760725,-5.397219608853958,6.715191060642449,210
-0.01369,3.629,-3.8937078402301446,3.0851849947089094,-4.376371334623001,4.293014461139886,211
-6.865,11.63,2.868782432291828,-5.01091080569087,2.3098254694236298,-6.165512865443977,212
1.137,5.809,-6.4447248862048765,3.433004323017015,-5.158982227872513,5.7431341949503105,213
-4.038,7.12,0.08067877544852328,-1.488412436473952,1.9916525377524872,-0.04711586799219414,214
16.07,13.35,11.222258718226277,7.449660960208788,11.186078597475387,5.078707391361443,215
-6.422,9.806,4.185271413538776,-3.8648803796654803,4.92155699865947,-5.239319151302131,216
-1.053,7.503,-2.7929802820941583,-0.11401962899027873,-1.8005634055839996,1.4088569637040778,217
-5.195,10.81,3.9868070199230536,-3.8885858621483904,4.407002498079636,-5.207792108913215,218
16.4,11.5,11.240217359278523,6.993445578586473,10.494211722780562,5.320643121341912,219
-2.092,6.496,-3.122581569935955,0.02149895168484639,-2.1666283117043,1.4165842998425646,220
7.276,19.13,6.427095563624225,16.403597060214892,10.093593169618941,13.492902452091425,221
16.14,12.79,11.484142453883015,6.7709361944312,10.451914359499312,5.720561677555291,222
-1.724,3.851,-3.62356480815617,2.562889519702806,-4.222026299070023,3.4216808620493095,223
-0.1834,4.327,-4.574588625218548,4.519469443332567,-6.637591312955521,2.5959213319818657,224
-4.67,5.84,-1.3012942955752986,-1.6770012941247088,-0.01635125287754053,0.031139427761284866,225
-2.18,6.584,-2.39738711574284,-0.19770925902186443,-1.0463983522163849,1.55311439369127,226
5.461,7.318,-0.7692004130145685,11.052375975620164,-6.719220589231155,-1.407263105769904,227
1.532,2.075,-6.424183218266644,6.580226603519335,-9.849910210202836,4.856705600361077,228
6.426,2.111,-9.597314684178508,1.456115904819383,-4.358286808560989,11.249690705875604,229
-0.4791,4.117,-5.010391084935345,3.659803811084642,-6.061085651944778,4.163936549762933,230
-3.923,5.043,-2.456715433385052,-0.20997631214915324,-1.0726559863792877,1.4862263593475504,231
-1.246,3.256,-4.358384935643353,4.403397503864183,-6.914013813565872,2.334756011108605,232
